301875,4.0,16500
230136,5.0,14410
825782,4.0,2862
1747917,4.0,4640
99399,5.0,11164
1645514,4.0,17053
1606826,5.0,2360
2357602,5.0,2913
2395490,4.0,10764
674013,4.0,14313
695590,4.0,14789
922160,4.0,8045
373395,4.0,7537
2261893,4.0,15816
967364,5.0,5843
2476037,4.0,2512
1884464,5.0,3148
157356,4.0,1220
1634668,4.0,12570
496173,5.0,17157
93283,5.0,16946
233455,5.0,5656
727794,5.0,15844
1454500,4.0,15246
496658,4.0,15887
1029970,4.0,7624
939515,4.0,4951
2646557,4.0,1425
1689443,4.0,10042
348244,4.0,10422
999842,4.0,13413
97911,5.0,273
16479,4.0,413
1970510,5.0,14621
2155185,5.0,6475
2141884,4.0,15844
2172710,5.0,3290
105104,4.0,12074
548796,5.0,10080
617824,5.0,7777
1933501,5.0,14086
864334,4.0,930
496566,4.0,8669
1288627,4.0,11314
523274,5.0,2342
668033,5.0,3798
1007010,4.0,13204
466151,4.0,1905
669659,4.0,2372
1844773,5.0,15394
1591935,5.0,10378
1309838,5.0,3934
1608824,4.0,2803
2239135,4.0,992
2180817,4.0,6099
821869,4.0,9820
1382530,4.0,3893
1554974,5.0,17146
2509422,4.0,6234
944904,5.0,17449
76444,5.0,7655
2400109,5.0,6037
154089,5.0,16272
105573,5.0,14961
260019,4.0,13081
775141,5.0,13102
1569015,5.0,8535
475797,5.0,8524
1707320,4.0,14364
984421,4.0,3106
1956080,4.0,5671
727036,5.0,7833
1857656,4.0,8093
597330,5.0,4506
1064067,4.0,1798
1907623,4.0,17560
2234715,4.0,14856
1097064,4.0,15101
862790,4.0,16002
1919269,5.0,11573
925726,4.0,5069
1737824,4.0,5182
577797,5.0,12338
282447,5.0,9426
1741290,4.0,7064
1705556,5.0,4306
44511,4.0,17441
2353898,4.0,1324
69183,4.0,705
1336860,5.0,5882
229716,5.0,5503
1499212,4.0,534
135761,4.0,7820
1497096,5.0,4345
1989720,4.0,5614
1301205,4.0,5318
830261,5.0,5069
168090,4.0,5401
2521256,5.0,2470
162333,4.0,7757
322789,4.0,3962
2532403,5.0,14482
347721,5.0,528
2037342,4.0,10211
321556,5.0,4266
666516,4.0,4472
1341101,5.0,14584
850174,4.0,3925
1111852,5.0,8178
1882748,5.0,12719
2229741,5.0,3833
1358991,4.0,9741
2335976,5.0,11173
1422520,4.0,13056
1742677,4.0,5778
470645,5.0,5760
165138,5.0,16438
1707202,4.0,16700
137443,4.0,5496
770693,4.0,8954
194373,4.0,7713
217652,4.0,4315
108484,4.0,14928
2372342,4.0,16008
939871,5.0,15967
931163,5.0,7586
2630820,4.0,17693
2509084,4.0,17709
671651,5.0,11315
921345,5.0,14550
2415321,4.0,6972
1304954,5.0,7430
2118461,5.0,16320
169093,4.0,10785
1395953,4.0,8809
1356908,5.0,223
2245784,4.0,4705
2539392,5.0,4640
1562454,5.0,7040
1211232,5.0,12799
1106391,5.0,3962
1693552,4.0,11717
1809573,5.0,17057
489773,5.0,14086
2439296,4.0,7336
1877312,5.0,4472
716173,4.0,510
2475066,4.0,11812
1123410,5.0,13412
902151,5.0,14550
923317,4.0,14302
571639,4.0,12232
489613,5.0,9916
2426149,5.0,2200
427186,5.0,290
1434411,5.0,6099
2640042,5.0,7555
2556279,4.0,4546
919823,5.0,14240
1218418,5.0,13392
1041552,4.0,7509
1965245,5.0,7937
797601,5.0,5345
1218586,4.0,15499
1108304,4.0,14621
1797678,4.0,16495
1436668,4.0,8644
332509,5.0,10906
788519,4.0,13622
2640278,5.0,1633
2558838,4.0,1842
2546589,4.0,2465
1037213,4.0,15582
2427770,5.0,7219
1624921,4.0,8877
1649422,4.0,1962
921962,5.0,9689
2533495,5.0,16872
991671,5.0,14484
1496064,5.0,14149
185324,4.0,12494
804020,4.0,16825
1775996,4.0,15114
1258385,4.0,15034
970615,4.0,15646
1926792,4.0,14312
1929935,5.0,17764
2600558,5.0,1103
225691,4.0,5710
1373187,4.0,3624
2535052,4.0,6707
2092541,5.0,13082
623155,4.0,6587
963670,5.0,16128
2506506,4.0,15755
1211576,4.0,3071
1876394,5.0,4306
603935,5.0,16377
989186,4.0,6037
1254324,5.0,1848
1981291,5.0,12672
207385,5.0,2800
1127474,4.0,7219
2047811,4.0,526
2578440,5.0,6366
428076,5.0,8915
352227,4.0,11903
2150538,5.0,5360
1175517,4.0,15084
1856682,4.0,15124
49378,5.0,10147
1326341,4.0,7814
1650580,4.0,7600
2177366,4.0,11521
2539963,5.0,10451
892252,4.0,607
2589856,4.0,8393
1616068,5.0,14550
1509320,4.0,907
1827080,5.0,8248
352801,4.0,15205
477892,4.0,17117
132908,4.0,30
758661,5.0,17292
1907278,4.0,15124
1011381,4.0,4739
85423,5.0,14454
1899086,4.0,5472
995437,5.0,2862
144134,5.0,6972
1391246,4.0,15818
2499476,4.0,6328
164571,5.0,11132
518244,5.0,7590
2232061,5.0,16265
2202410,4.0,13102
1641244,4.0,707
2335932,4.0,3274
1054880,4.0,5926
84392,5.0,6120
2327803,5.0,3138
547052,5.0,13073
2504973,4.0,2112
2076461,4.0,5055
1922449,4.0,14109
301916,4.0,17589
782261,5.0,3624
1684232,5.0,7457
1124666,5.0,12732
953341,5.0,12155
1828803,4.0,12918
2467757,4.0,10550
1021758,5.0,15545
885635,5.0,12785
1307565,5.0,13787
607204,5.0,15124
2262644,4.0,8387
1650367,5.0,13763
1295424,5.0,9340
1485054,4.0,4302
2258880,4.0,643
298045,5.0,13462
655366,5.0,14550
1738797,4.0,16793
745524,5.0,2372
207446,4.0,1905
1400433,5.0,7381
59308,4.0,14691
2372141,5.0,11337
2543615,4.0,15788
2465662,4.0,9049
1065445,4.0,3143
2431537,4.0,5530
2234889,5.0,4389
1329746,4.0,10917
1424333,5.0,11573
2641765,5.0,6631
1168280,4.0,4219
1903324,5.0,12799
175410,4.0,8254
1073068,5.0,1905
2490986,4.0,16016
1077661,4.0,6042
231400,5.0,15404
2545730,4.0,9517
506372,5.0,1406
2284600,4.0,482
1951428,4.0,5181
1660195,4.0,11051
1288959,4.0,6134
517946,5.0,607
1895283,5.0,886
1981556,4.0,2136
127064,4.0,10042
2238369,4.0,5775
2521037,5.0,15393
1712386,5.0,6034
1503300,4.0,7356
1026782,4.0,13368
1346439,4.0,4670
1444508,4.0,10774
311706,5.0,2290
1505004,4.0,5732
2564100,5.0,12956
2013726,4.0,7745
467772,4.0,1962
218478,5.0,6564
1705759,5.0,17480
567987,4.0,11141
1682908,5.0,4479
904474,4.0,5452
1974473,5.0,8447
979197,4.0,11186
494150,5.0,9683
948641,4.0,17723
1434472,4.0,5293
182429,4.0,14240
803225,4.0,2009
2399852,4.0,12074
41903,4.0,14482
364247,4.0,13302
1442887,4.0,12260
1451734,4.0,5787
2114592,5.0,2136
1373118,5.0,6274
1380915,4.0,12660
2294830,5.0,5862
35256,5.0,10935
2253184,5.0,11522
987066,5.0,5793
1789371,4.0,30
304543,5.0,4384
1476458,4.0,9298
1091620,5.0,3624
2194013,4.0,12671
2136371,4.0,15758
2360796,4.0,16075
407314,4.0,9785
1475582,4.0,11852
2532402,5.0,9061
1131182,4.0,6971
2116041,4.0,6692
2121758,5.0,14886
2603372,4.0,7624
1487697,4.0,13255
1783142,4.0,17441
2042108,5.0,15844
1742325,5.0,16377
1922155,4.0,3079
578449,4.0,11077
344759,5.0,10947
1344909,4.0,15818
273060,4.0,12084
1188970,5.0,2735
1370954,4.0,12966
204552,4.0,7555
1925513,4.0,4883
2298148,5.0,12586
330520,5.0,6528
880449,5.0,11064
402321,5.0,8675
1534773,4.0,8329
2396790,4.0,16082
979884,4.0,1518
1028323,5.0,6196
1268195,5.0,15209
1003913,5.0,7356
474789,4.0,1314
867005,4.0,11186
2319473,5.0,476
1198329,5.0,11089
1672875,5.0,8846
1009405,5.0,11521
149575,5.0,5651
1715627,5.0,12976
935076,5.0,886
2231395,5.0,16377
523292,4.0,3638
472579,4.0,12473
2293242,4.0,4577
835473,5.0,11295
279658,5.0,9623
1238089,5.0,406
1972176,4.0,12299
19596,5.0,223
560320,4.0,10451
2324873,5.0,13398
1173459,4.0,13998
1910762,4.0,571
1021242,5.0,14550
1683196,4.0,3357
1524714,5.0,4661
2530993,4.0,12262
2469312,4.0,17431
2087576,5.0,13129
1144397,5.0,13359
644878,4.0,3610
305733,5.0,17154
1011834,4.0,15516
2595219,4.0,14313
1488273,5.0,3282
253783,4.0,4977
506088,4.0,3274
2193323,4.0,14968
326810,4.0,1798
2188527,4.0,2577
1901376,5.0,13384
1541776,4.0,3825
185415,4.0,17031
1715196,5.0,4577
719139,4.0,5892
1231697,5.0,14815
704768,4.0,8384
1599855,4.0,16713
1156007,5.0,3290
313392,4.0,2782
2322612,5.0,9298
1551897,5.0,6370
1807143,5.0,7179
1919448,4.0,9888
373435,4.0,11647
107656,5.0,14240
1713307,4.0,13065
2497026,5.0,4545
479180,4.0,11077
2300862,5.0,4697
1462777,4.0,11677
2539892,4.0,4064
1927730,4.0,9426
2057162,5.0,13673
1945373,4.0,3347
2596773,4.0,17198
937784,5.0,2375
16529,5.0,2795
1531049,4.0,2801
2576182,4.0,17574
1688193,4.0,4127
1648423,4.0,471
1600815,5.0,4302
2517165,5.0,5317
321089,4.0,1509
2560540,5.0,16711
1125171,5.0,17157
1773153,4.0,15919
2592284,4.0,15582
490641,4.0,15105
1624047,4.0,3626
1566099,4.0,670
2241741,4.0,457
1132514,4.0,13255
756151,5.0,973
569386,4.0,1513
20076,4.0,12056
1248850,5.0,15563
1203567,4.0,3730
266499,4.0,11401
359279,5.0,14691
1514219,4.0,11696
2111422,5.0,9565
639478,5.0,8363
240869,4.0,11859
2054194,5.0,6007
2180069,5.0,11745
1415218,5.0,5054
754162,5.0,11490
617854,4.0,17088
1212693,4.0,436
1280109,4.0,607
507810,5.0,17129
6446,5.0,7617
452869,4.0,13636
679394,5.0,16223
1952573,5.0,6449
588539,4.0,17621
1778757,5.0,17307
151849,5.0,12828
2116151,4.0,6240
946261,5.0,6692
1292452,5.0,11607
922922,5.0,3290
634355,5.0,13728
1978822,4.0,7193
642470,4.0,1102
753774,4.0,6287
1961753,4.0,13661
409377,4.0,10123
2077990,4.0,442
1752787,5.0,16703
2235700,4.0,7324
1422163,4.0,1637
1112753,5.0,4951
559608,4.0,6670
890183,4.0,4043
548113,5.0,10583
928695,5.0,12026
2587160,4.0,13887
1240277,4.0,10620
455334,4.0,658
2176431,4.0,6994
1334859,5.0,17157
2566306,4.0,10947
2574010,5.0,10162
1602407,5.0,2360
408873,4.0,6510
123833,5.0,1905
220319,4.0,7031
829575,5.0,7193
1480209,4.0,299
426918,4.0,7937
500926,5.0,14382
2565719,4.0,17157
2564317,4.0,1102
1529376,4.0,17756
1600207,5.0,2862
1238853,4.0,13128
42598,5.0,2372
435244,4.0,2443
867743,4.0,6833
1482237,4.0,3638
1506839,4.0,14527
2624234,4.0,9355
1260894,4.0,12658
1269749,4.0,9236
1126189,5.0,476
474539,4.0,17328
939439,4.0,9014
2602643,4.0,14367
2040946,4.0,14738
380878,4.0,6329
2262375,4.0,5528
918015,4.0,16098
2441976,4.0,13050
41737,4.0,7624
1694060,5.0,5793
2495256,5.0,5793
2457954,5.0,6386
2094446,5.0,2372
2339928,5.0,11490
1233752,4.0,6287
302597,4.0,12293
1826320,5.0,10832
1271054,5.0,7780
1176445,4.0,15755
2151801,5.0,6428
1609353,5.0,8636
579038,5.0,14240
820786,4.0,9049
623996,4.0,2862
109810,5.0,14454
2033737,4.0,2566
1892404,4.0,16030
1688826,5.0,14149
2376967,4.0,6692
639194,5.0,10724
279248,4.0,1142
1932640,4.0,4847
783860,4.0,2734
2201940,4.0,13087
2563498,4.0,11937
454554,4.0,11325
2284918,4.0,4545
1288465,5.0,4330
814040,4.0,14358
2599941,4.0,13763
1276625,4.0,16580
2326975,5.0,7647
2461230,5.0,15062
1344083,5.0,8524
108681,4.0,15339
850008,4.0,13582
1477498,5.0,10664
2546638,4.0,5445
419182,5.0,8379
1407801,4.0,16977
1352920,4.0,6206
2048785,4.0,17395
2327556,4.0,5430
74714,5.0,3962
2432893,5.0,16772
1913370,5.0,14313
1477083,4.0,10835
367831,5.0,3938
876697,5.0,3817
2511626,4.0,12660
2212232,4.0,15735
473861,5.0,3962
1312013,4.0,11677
1973956,4.0,16325
1519378,4.0,1104
2201407,4.0,1145
1658010,4.0,11283
532385,4.0,2874
1847778,4.0,8764
2557282,4.0,963
635202,4.0,483
655280,5.0,2122
632347,5.0,1959
2102334,4.0,3254
696010,4.0,10041
628307,4.0,7513
1873215,4.0,17154
1397973,5.0,12582
1200520,4.0,2001
806450,5.0,15107
804983,4.0,3923
2213131,5.0,3058
2417320,4.0,6267
821545,5.0,11490
551621,4.0,5327
240285,4.0,1220
1361278,4.0,11089
1136132,4.0,11279
259750,4.0,9048
826368,4.0,17174
2068508,5.0,1905
905497,5.0,6974
1542466,5.0,14047
2585513,4.0,395
659547,4.0,13546
2509233,4.0,9034
1301045,4.0,9236
92903,5.0,8586
1538119,5.0,13651
2070831,4.0,7590
713797,4.0,5243
528251,4.0,16380
930095,5.0,8904
1634269,4.0,13102
1389860,5.0,4633
2558974,5.0,1476
10268,4.0,7416
929308,4.0,14219
2153701,5.0,1589
12244,4.0,13402
1503654,5.0,17330
543019,5.0,17328
1655778,4.0,7346
854849,5.0,12591
1658458,5.0,6974
2047089,4.0,9960
2119320,4.0,1180
1514134,5.0,2885
746881,4.0,15529
2107326,5.0,14312
1511580,5.0,15394
899089,4.0,299
2566931,4.0,5419
547391,5.0,17154
1571988,4.0,17762
581021,5.0,10225
1950023,4.0,9940
1289074,5.0,8644
328472,5.0,11650
1518221,4.0,1905
835353,4.0,8118
2473531,5.0,15755
351882,4.0,15631
819314,4.0,17251
2425260,5.0,15702
692473,5.0,7303
478827,4.0,8405
2130760,4.0,16272
1754016,5.0,17339
2345756,4.0,7155
1962128,4.0,9501
1939682,4.0,15474
2625949,4.0,14691
1487144,4.0,13195
963423,4.0,15429
1676094,4.0,16236
634104,5.0,2290
429608,5.0,13073
1021920,5.0,6829
601041,5.0,10612
1092228,4.0,7642
2046018,4.0,2743
114373,5.0,1220
1050148,5.0,7219
421838,5.0,5582
1623998,4.0,7786
2258070,5.0,17513
723439,5.0,15887
622150,5.0,8743
1653240,4.0,7112
1144035,4.0,10446
1701654,4.0,12338
896854,4.0,1307
1113683,4.0,14111
2352463,5.0,14916
312308,4.0,1682
430091,4.0,13273
831812,4.0,12435
2464456,4.0,10212
1396557,5.0,6196
58864,4.0,15919
1107093,4.0,4590
1973744,4.0,4736
160092,4.0,607
475126,5.0,2913
320464,4.0,9849
1428560,5.0,7745
886671,4.0,12727
869845,5.0,2782
1882883,4.0,15163
1295473,4.0,15530
763257,4.0,5939
653515,4.0,15531
1479602,5.0,14618
1457110,4.0,5226
1681954,5.0,17387
575399,5.0,13050
2097359,5.0,3538
1857067,4.0,13580
1674407,4.0,10607
1939029,4.0,5856
1243446,5.0,5401
1878780,4.0,13526
2508777,4.0,215
2615058,4.0,1542
2189558,4.0,12317
2305978,4.0,17671
326502,5.0,9120
345028,4.0,5496
649636,5.0,7230
538944,5.0,12047
2087078,5.0,14960
2110321,5.0,14457
965763,4.0,2452
2559056,5.0,17381
2603404,4.0,6366
1348846,5.0,11521
1964626,4.0,2348
188329,4.0,17355
1876514,5.0,9438
1237281,4.0,5085
775625,4.0,7971
1595002,4.0,13391
355487,4.0,13074
2562208,4.0,10785
1637910,4.0,16640
1598931,4.0,17292
1654627,5.0,1466
189108,5.0,2913
1716322,4.0,7928
969428,4.0,11047
1662098,5.0,5258
2183119,5.0,10143
1842096,5.0,1470
712568,4.0,17328
1519761,4.0,143
2139288,5.0,11149
902035,5.0,10774
2037191,4.0,13050
726618,5.0,7048
2135398,5.0,12435
602796,4.0,7331
2105602,5.0,16538
2415886,5.0,12473
1574865,4.0,11376
1111663,5.0,15296
1809133,4.0,9903
581727,5.0,9689
1392376,4.0,13923
1848868,4.0,7081
2215021,4.0,17321
372881,4.0,551
157150,5.0,4345
647703,4.0,9828
879967,5.0,13886
1432846,4.0,10512
1316555,4.0,15919
1876311,4.0,15887
1050130,5.0,11165
659697,4.0,16937
1743100,4.0,645
242644,4.0,16082
1842957,4.0,6274
1684362,4.0,15540
290916,4.0,5875
1151087,4.0,14313
725230,4.0,16954
820459,5.0,1798
1386141,4.0,1175
1809869,4.0,1066
2647764,4.0,7370
429972,5.0,788
552457,5.0,14564
1249773,4.0,6267
358301,4.0,10359
912436,5.0,6859
1545054,5.0,5700
670014,4.0,7937
2452906,4.0,6268
27182,4.0,9592
1155678,4.0,5522
101372,5.0,3624
406717,5.0,1518
1049238,5.0,9254
817573,4.0,13748
297682,4.0,12600
428859,4.0,11427
661713,5.0,4577
393038,4.0,14103
2364361,4.0,311
1232706,4.0,7624
1231326,5.0,8293
2396757,4.0,3768
813811,4.0,6329
277289,5.0,17355
1325777,4.0,12494
183860,5.0,12770
626399,4.0,7179
2646766,4.0,6386
2353298,4.0,1220
1908779,5.0,14961
796435,5.0,9728
1872954,4.0,10550
2090015,4.0,1754
1283882,4.0,6235
1822470,4.0,4883
2204336,5.0,13636
2560037,4.0,11612
798279,5.0,1144
2609972,4.0,5472
1280677,5.0,6960
1358544,5.0,16660
1072312,5.0,6720
867865,5.0,11191
879487,5.0,1202
653515,4.0,8078
2428489,4.0,10424
2364062,4.0,2360
771522,4.0,1144
2428111,5.0,4919
1612554,4.0,5695
1208586,4.0,2342
2512993,5.0,14862
2535512,5.0,14858
2064380,4.0,1926
950817,5.0,6037
2479086,5.0,7745
870157,4.0,357
822625,4.0,8743
391306,5.0,10378
597981,4.0,15107
896702,5.0,13675
1473666,4.0,15474
108681,4.0,14199
2019266,4.0,13636
406093,5.0,3085
1169649,4.0,17031
1814380,4.0,14245
1138417,4.0,16377
1563429,5.0,16765
1871894,4.0,11022
1493718,5.0,3605
352548,4.0,14961
144714,5.0,14928
514495,4.0,5840
2482554,5.0,13035
1793274,5.0,2057
1512574,4.0,4841
412795,5.0,15422
2008700,5.0,1352
1555198,4.0,11837
1575579,4.0,7745
550655,4.0,14434
1795079,5.0,2000
400460,5.0,3638
474045,4.0,13195
2610088,4.0,16890
1606621,4.0,3315
732616,4.0,8216
624820,4.0,3905
1319554,5.0,10748
2292096,4.0,4302
2594892,5.0,6206
890259,5.0,3320
1179548,5.0,14302
1147727,4.0,1905
1947079,4.0,6408
486852,5.0,12206
2115030,5.0,14606
1579264,5.0,11937
2288858,5.0,9111
1288596,5.0,10359
715565,5.0,10212
424167,4.0,10774
1602333,5.0,3138
1979488,4.0,3605
2464097,5.0,3917
2632173,4.0,17355
1441961,5.0,3925
172069,4.0,11089
1605212,4.0,15646
523036,4.0,10428
829101,5.0,11903
932442,4.0,9960
2338873,5.0,15394
1579162,4.0,7397
1744889,4.0,6339
2050532,4.0,8830
2176581,4.0,4306
1252049,4.0,1703
685770,4.0,8832
1168659,4.0,5054
322322,4.0,16082
939176,5.0,1650
222341,4.0,14712
297742,5.0,9939
826257,4.0,7635
2603700,4.0,7483
2231418,4.0,4640
2556921,5.0,11677
1010370,4.0,7330
728335,5.0,6196
1498249,4.0,16605
860836,4.0,3427
396316,4.0,4089
473967,4.0,12732
1137529,5.0,15393
123757,4.0,2992
2110215,4.0,4356
890148,4.0,15105
676077,4.0,13081
1981483,4.0,17324
1866714,5.0,1428
256747,4.0,12435
2144655,5.0,3463
1015872,5.0,13512
566430,4.0,12470
2156630,4.0,6386
2248125,5.0,5730
1411358,4.0,16969
409460,4.0,11022
48746,4.0,14367
1849174,5.0,12343
344549,4.0,14149
847865,4.0,16325
831272,4.0,7987
2618584,4.0,15058
975712,4.0,1467
1725635,5.0,3668
1505912,4.0,5169
2081462,4.0,11192
2006360,5.0,16128
1930426,4.0,16016
1964354,4.0,442
215029,4.0,1428
2204299,4.0,6886
1765047,5.0,1972
462060,5.0,10607
1009097,5.0,15815
1091890,5.0,14233
231013,5.0,9204
286906,5.0,2612
1734714,4.0,12435
819240,4.0,2922
1158219,5.0,13383
2120158,5.0,13636
1373034,5.0,7589
2514559,5.0,1073
919143,5.0,12161
492555,4.0,4356
2174894,4.0,2391
1559855,4.0,13648
1779153,5.0,3864
1254862,4.0,2617
1371909,4.0,30
2273637,5.0,13728
591064,4.0,6826
780334,4.0,5556
266738,5.0,8
344549,4.0,17195
2594732,4.0,1962
1582098,5.0,5897
2353678,4.0,15124
396855,5.0,3522
1797888,4.0,14538
1530363,4.0,5087
2335203,5.0,12155
604345,5.0,10084
1503288,5.0,17157
1905487,4.0,14047
2184628,4.0,13255
2252507,4.0,4884
2468682,5.0,10451
2533099,4.0,9111
151416,5.0,11295
1371541,5.0,12232
1215773,5.0,10820
238693,4.0,9332
2191986,4.0,10583
417421,5.0,12675
2616297,5.0,11022
1285722,5.0,8387
1519934,4.0,13763
205371,5.0,3624
798142,4.0,6366
1332256,4.0,6482
1513438,5.0,595
2191674,4.0,4557
2474234,5.0,12966
1452454,5.0,14667
75818,4.0,5430
992408,4.0,329
1435776,5.0,3046
91638,5.0,5787
2251646,4.0,11271
149042,4.0,8086
1313635,4.0,13391
1673934,5.0,6274
278882,4.0,5538
1310545,5.0,8764
2019897,5.0,13651
481282,5.0,9189
1641091,4.0,2851
1055339,4.0,8387
311189,4.0,17250
460117,5.0,7941
2100306,4.0,6205
2625543,5.0,11521
1819138,4.0,7513
232401,5.0,4656
1920215,4.0,12918
586792,4.0,15300
2541669,5.0,16158
2564767,5.0,463
1593960,4.0,4210
1102571,5.0,4931
449866,5.0,312
718825,5.0,7193
1553885,5.0,12140
78669,4.0,7624
2000191,4.0,12074
1038642,5.0,5656
1483525,4.0,15563
1936750,5.0,6706
2009297,5.0,8872
231249,4.0,17627
1836894,4.0,14241
800742,5.0,5100
981593,5.0,5085
407668,5.0,16147
2648829,5.0,3418
799885,4.0,550
1280120,4.0,11164
1716546,4.0,86
2265489,4.0,8339
2463306,4.0,1798
198522,5.0,7281
2598501,5.0,7331
34822,5.0,14971
1288676,5.0,3310
406383,5.0,14410
1690367,4.0,11265
1958055,5.0,11153
1254857,5.0,14550
2221546,4.0,12828
2213512,4.0,4216
121639,4.0,2378
1320572,4.0,5807
1529578,4.0,15307
859826,5.0,13847
514902,5.0,9818
1245526,5.0,7245
174868,4.0,12778
908102,4.0,4884
555052,5.0,4883
1828001,5.0,12365
421290,4.0,3342
1702841,5.0,8883
2401585,4.0,11886
2549416,5.0,16357
2557984,4.0,14240
2117189,4.0,16128
2318609,5.0,1571
410753,4.0,14459
1826502,4.0,2612
88619,4.0,4876
1715458,4.0,10730
942608,4.0,5991
2422053,5.0,6972
2295920,4.0,5782
1304235,4.0,241
1768270,4.0,2112
929407,4.0,14096
582371,4.0,17174
387262,4.0,16516
1189060,4.0,12470
2386871,4.0,17149
476939,4.0,3610
1661469,4.0,1703
248228,5.0,4306
730027,4.0,3600
2099013,5.0,15129
1791991,5.0,2152
1555294,4.0,4914
1904049,4.0,13981
1326003,5.0,4918
588340,4.0,1138
90682,5.0,4306
530237,5.0,6287
2633886,4.0,12317
1750288,5.0,15223
747102,5.0,3267
1403673,4.0,10820
993597,5.0,5297
1694761,5.0,8016
2086592,5.0,13052
1419227,4.0,533
2252864,4.0,12184
784080,4.0,7397
2487899,4.0,143
1204350,5.0,14961
2292476,4.0,12672
2271532,5.0,5775
2483202,4.0,14410
1287892,4.0,4508
1985225,5.0,3106
926732,4.0,3437
