63,249,5375,1258,9031,50,10691,11355,326,14340,3562
64,11033,5077,3179,14814,9721,2504,15541,15297,12033,13200
65,6843,4312,3834,8257,16331,17718,12616,1727,11419,17121
66,527,14354,4126,14736,10629,2483,9313,291,13200,1752
67,323,12053,1688,1900,4044,4667,13873,16279,14338,10370
68,14661,33,9296,17230,2532,3442,7496,1741,8580,5297
69,13661,11008,16904,8959,8876,7862,6714,16027,4768,1958
70,12525,3982,11437,14872,12787,13009,14018,14026,11291,15721
71,3623,12411,3748,10096,12623,16644,16834,9983,2350,14904
72,3694,2936,2446,6331,8762,2620,1480,4382,9612,10330
73,12875,3305,11075,988,16843,11114,16664,155,1801,17095
74,14549,1070,11454,17674,4234,10821,15558,14151,1835,16477
75,4368,13133,10026,6217,15906,14901,4297,11788,1452,11147
76,9826,1882,1017,14235,10654,9619,11480,6063,13588,5043
77,4216,3113,12470,1975,10123,985,4056,3427,607,3936
78,551,10830,7827,12546,3210,46,13248,16790,2400,9092
79,9042,3469,13107,1595,6085,14335,7960,12671,14828,17059
80,13751,12522,11930,11449,16244,508,6821,4735,1829,13169
81,12390,10556,3187,12356,6534,11727,12816,12697,8369,588
82,10691,3562,14353,249,17011,1952,6579,9851,574,9742
83,2209,2953,4479,14963,13384,13392,12195,4302,1650,3216
84,3122,7278,16620,9737,563,10685,12277,28,2680,16393
85,2591,520,7858,13146,7111,3345,9063,10817,3430,10251
86,13415,1548,1383,8056,669,4332,16019,3083,9764,100
87,2065,1752,402,14015,16899,10715,7020,6636,635,1641
88,14061,3390,4463,2756,13427,4918,6619,4415,13296,9605
89,9748,10531,2931,12247,5611,13322,14287,14674,1427,16117
90,14689,12,9941,17290,14720,1778,17107,4536,12332,14023
91,3450,17713,5892,5057,3018,5772,11558,10763,2839,5834
92,5381,5189,10535,3939,16221,8747,4313,5081,3175,2608
93,321,6636,8407,10816,5791,8032,15714,3341,5846,10875
94,12157,5595,10717,15863,891,861,12353,10318,2298,9166
95,1999,1296,12168,11440,5120,1613,11995,212,9873,17035
96,10056,10556,15790,2160,14556,12380,15883,7834,119,4812
97,17681,1974,900,516,2015,4820,5004,443,2443,6664
98,8508,12386,5210,11044,8659,5585,1283,2065,10898,12156
99,7582,2846,11504,2330,13299,9706,16681,7945,979,8927
100,8028,12217,13308,1548,654,10862,1910,17110,16019,10323
101,15191,14024,814,15088,1113,14415,7044,5916,3257,14988
102,3024,6749,4741,4500,10443,16689,2963,1018,7132,2677
103,13878,3081,5369,6375,16575,11667,3034,12545,15872,1973
104,2529,12011,3880,6110,10345,15315,11435,7031,8497,3544
105,15287,4934,2703,2655,11561,6353,16484,1875,5163,16219
106,16956,14464,5517,2205,1647,4194,8979,4204,2778,11328
107,11939,673,6531,2689,9637,8072,14022,3524,6690,15880
108,1220,3624,1428,4356,2372,1102,11182,4432,2112,2862
109,13223,1115,17044,702,15754,8035,11685,2961,2303,14369
110,2916,4970,3265,9295,16733,13326,8077,12773,12867,17578
111,2391,1962,3860,2152,1145,2095,3368,1046,10921,1561
112,12981,2065,2837,6310,3252,6950,9437,16651,848,2926
113,11860,1300,10636,1123,16994,14861,281,13634,9525,3500
114,10215,8477,3802,11693,7292,12757,16184,512,1713,11023
115,15954,12082,12558,8912,10959,14366,8480,9510,1593,1280
116,3559,6409,717,1817,488,4161,12197,12162,178,4263
117,15575,11961,15869,12250,13441,11024,7576,4689,961,171
118,16532,3715,1799,9614,1798,3610,2001,12435,9960,1744
119,4020,11087,2596,6573,7834,16650,13021,8281,5452,8459
120,9769,2451,7560,42,6346,15399,8305,6136,14714,15323
121,17172,8478,16683,7504,12854,4993,1411,5404,6106,2446
122,8837,8643,16,12940,674,10243,11401,3043,2780,12661
123,11856,11386,9401,8971,5829,12039,4471,17451,5427,11517
124,11016,4047,3361,5874,1516,14708,8132,5276,15038,12241
125,1853,10912,9294,3232,2051,12376,12336,12569,1384,118
126,2374,6571,4695,9537,16672,13172,10518,3286,4474,2216
127,15741,9359,11679,16461,1650,8243,3418,10872,3106,12435
128,11349,4738,11737,1876,17471,2760,13201,8036,15932,9130
129,10960,323,9151,14338,1723,1459,4170,15620,10366,4173
130,11504,12821,15847,15448,8485,10516,1388,12437,2846,5551
131,1723,6715,10183,1403,4170,12725,5744,16358,6431,16829
132,7058,5703,14196,9792,1775,11168,1154,11751,3188,15737
133,14808,17391,10362,8298,14949,3950,10347,9474,7362,5448
134,17731,8069,10638,6770,8153,10332,15986,15961,10687,7480
135,3512,430,11324,15001,4134,2996,2692,7974,9297,2770
136,12204,493,2563,714,8069,16386,16980,13053,14573,10931
137,10587,2565,3665,10348,8193,6727,525,16833,6385,6474
138,15699,345,16937,10764,10141,7865,209,13658,14214,7984
139,17038,6636,14015,11357,10780,12699,4584,7372,2604,16899
140,13980,11936,5259,8807,402,5763,14015,16327,11790,509
141,59,867,744,14693,970,2031,14581,4322,2258,4035
142,2258,3038,2664,4937,11807,4760,2025,9444,830,11602
143,2862,4306,2782,571,798,1905,607,1102,1798,2452
144,17678,10823,9176,17521,11728,5575,2151,7372,17038,6061
145,6896,8990,12415,15283,8843,11394,3795,2896,16001,12386
146,4466,527,12048,5568,3447,3665,388,7479,66,4437
147,9698,12152,3284,13929,14015,10258,6217,1614,12796,16081
148,1145,2800,2152,4330,3368,313,3106,2499,1542,10359
149,7301,220,16774,4873,6781,2629,4046,5745,11876,7715
150,1285,16211,9933,10183,16514,15017,3930,10937,14841,10904
151,14548,10377,2426,6798,6232,11345,515,6217,17300,15951
152,2212,11446,1703,2167,3364,3369,11265,4330,2890,3414
153,5002,2846,11504,11946,4796,2330,12287,1841,10238,3786
154,7466,17629,10528,9646,1337,3621,6783,3550,2050,1321
155,11333,2798,3305,17095,1801,2789,3398,8349,262,6102
156,8960,9598,8818,12896,4904,8159,6988,16171,14820,17341
157,12686,11556,14202,8775,6112,5610,16830,5657,8620,2899
158,11504,2330,13237,905,3447,12829,5412,11841,902,4732
159,6241,1468,3924,4347,6331,1480,13735,2936,4916,2446
160,10918,5011,6070,1552,15236,2218,6958,5840,6544,9582
161,1784,8473,3717,6292,13374,16670,15359,5742,12235,6790
162,7068,5452,9091,13188,16510,11021,2818,11545,1168,11386
163,14097,11862,6881,9164,7810,8139,13926,14106,11404,13111
164,7785,17517,6338,7201,11046,1414,14542,17148,3251,10899
165,16318,6834,5559,15769,12075,636,4011,1901,1096,9217
166,9950,4256,1650,3538,2953,4302,1144,2660,12365,5946
167,17292,11911,97,11647,11166,13561,1974,3371,443,3875
168,4027,12934,6804,8372,681,16991,16025,16046,1105,4289
169,1919,17698,10867,12148,11448,10756,2323,12650,7946,13611
170,13345,8129,11504,2330,10891,15435,1308,2964,9706,13966
171,12639,11882,5050,1972,10255,17411,2371,2360,1224,11961
172,15412,16099,4068,8575,13362,1725,16696,1296,10794,5182
173,11061,3955,3207,7141,3701,14554,3649,9578,988,12218
174,14114,14282,16817,5796,4873,17750,15878,10803,8137,2105
175,571,2862,457,11064,798,788,2122,4306,2452,2782
176,10908,1397,2946,1764,10188,2556,15100,8800,4616,9825
177,5077,9721,11497,15541,3447,1281,5039,8776,3179,11951
178,1485,1999,3242,9016,761,14073,1375,4263,4161,8567
179,2330,14015,3300,444,17286,15993,10163,1841,9837,8588
180,15751,12226,15404,13437,3863,850,424,3506,256,17353
181,2960,6161,4315,108,12799,406,3015,12694,12966,11314
182,17304,2827,2399,8554,10400,15092,17566,1720,15280,16375
183,12041,8305,12241,2681,5265,15038,6798,12457,3361,13012
184,11291,14018,364,14026,17288,1242,6768,11036,17049,1288
185,15285,11811,15988,6586,4298,6578,2853,13227,10712,10912
186,10924,13349,1940,9640,17623,13076,14967,261,6657,9742
187,329,571,788,1905,2862,2452,2122,175,2470,457
188,2096,13435,9036,3357,6437,3828,14723,16090,4210,17741
189,2751,11398,14484,1202,10673,2462,2470,13298,5621,4369
190,10258,1614,9361,13452,9698,14015,147,5077,17065,11924
191,2452,1905,3925,4306,12785,2782,985,3962,2862,607
192,4859,5453,10301,9830,396,2204,14614,12333,2202,8996
193,2058,8394,820,2573,8193,4362,6217,13036,8411,9403
194,7427,8765,1988,13279,11508,9312,16817,12134,15878,9319
195,8807,14308,8305,8746,1397,915,12783,2280,2946,17045
196,1397,1439,11793,5575,1824,14588,13005,4436,4929,8558
197,1220,2112,1307,1428,2612,3860,4432,4306,1962,607
198,633,12973,2055,5719,16132,4940,2488,11933,2417,10585
199,10774,3290,798,9426,1466,6099,2862,175,12293,571
200,6579,9122,574,82,9640,16591,2027,16249,10548,2449
201,5516,2889,15404,4671,424,9048,10786,1700,2464,15747
202,1398,2513,10023,16071,29,9643,15021,13608,522,7972
203,3964,6139,1003,1811,878,11703,6636,858,13272,388
204,12733,1970,3697,2885,594,1537,11504,7291,1725,2508
205,1551,10266,17413,15324,2682,3750,14083,6365,12780,7658
206,1126,16734,971,12239,14048,1707,13914,15106,12556,8637
207,13740,4358,7528,4087,5264,14872,10715,6135,2307,4
208,2852,3003,10002,4547,14177,338,17177,12619,10797,3419
209,14214,15727,13557,13658,7984,6655,138,345,16937,752
210,1162,12394,4176,922,13341,2760,15840,16482,2958,8102
211,10132,12411,1085,9078,52,9915,5224,3986,4741,17562
212,4122,12903,95,12168,1613,761,1999,12324,4263,5120
213,15805,9542,15511,10178,4331,2905,2256,11400,97,9279
214,17347,12467,10867,12496,1683,4318,5976,2639,697,17106
215,11726,2942,2938,3078,9909,1877,11271,1256,2172,1020
216,9863,1975,2200,13318,15234,4056,3936,3825,5434,1428
217,14227,17164,16759,10758,14169,3049,12005,14247,13276,2597
218,7128,17284,10187,5322,15390,307,15605,8941,3294,11947
219,5501,6217,1614,16737,14893,1881,2268,4368,5500,14015
220,2138,9914,7715,9520,8550,1764,5745,15709,15878,16633
221,845,6124,2742,8929,15051,8087,3132,2752,10146,1577
222,6217,14032,1383,4035,10652,2268,14649,14416,11230,12199
223,10598,7166,3274,175,788,9593,457,2172,3151,12075
224,1350,12178,251,14288,9622,10287,15027,2984,2825,5475
225,9856,1060,17361,10082,273,15820,2775,14476,11775,17395
226,6933,8494,17731,8069,5641,15907,592,7764,7480,3363
227,1228,11043,12689,10637,11480,9394,5608,15130,10654,2859
228,7679,15744,12341,10870,11306,15435,6815,10269,1772,1554
229,17210,12544,3751,1259,2811,5921,10915,12315,3741,6280
230,17640,10716,16489,10479,7849,9312,13117,7276,11569,6781
231,884,4741,310,13746,16689,14830,13401,1605,10285,13674
232,2389,831,4256,10747,11837,13217,17539,4870,1615,11209
233,5654,16370,10395,4124,9121,9907,11618,11666,1024,16401
234,8309,2573,3908,12650,10715,15275,15056,6425,2619,1054
235,11919,1323,9291,11576,3401,12760,8589,10052,9256,11486
236,10978,4494,14610,2573,6217,4235,6425,10753,12148,9161
237,3387,3554,1407,3855,10299,13096,1327,15607,925,12216
238,16558,2778,8719,10856,8117,4204,5563,12462,10213,16383
239,7253,760,14782,1704,10431,16931,8313,4167,13796,13065
240,13964,6512,10191,3226,10620,11378,13378,2371,1224,2408
241,3315,16223,6739,2371,13082,3798,3742,8832,798,10832
242,13186,11551,5598,4415,2551,4463,12804,12987,10744,342
243,5914,9967,13727,7679,1938,9803,10523,5794,15261,9356
244,14514,14081,9063,10589,2591,6489,3345,10062,520,15148
245,12829,8056,15448,9721,4236,11415,1548,549,17110,17297
246,15253,10296,15978,326,4406,16855,8161,6627,12651,13350
247,13326,2640,8740,11681,12892,9524,3510,12667,1746,1655
248,17261,4465,720,4345,1707,11022,2342,2465,2122,175
249,63,5375,10691,326,11355,82,14064,1056,5904,1258
250,842,16843,13587,12607,988,14789,16741,11477,12291,4133
251,1350,224,14288,9622,2984,12178,2825,7907,15027,6309
252,4906,28,1267,2171,2580,2152,3427,3938,1145,9645
253,12139,907,12978,9690,12440,7168,10099,397,471,3315
254,10901,16508,3056,3488,11430,7766,11207,15697,15606,12281
255,3921,5607,9443,3414,4709,8105,940,12002,16660,252
256,1408,2122,175,872,2178,1324,10451,10774,312,10363
257,3079,3962,3605,2890,1905,1406,2290,17321,3938,3106
258,13700,3415,2364,15467,5424,17582,4901,3991,1986,4404
259,14180,6064,12364,1529,5583,10138,7280,4779,11654,12409
260,14426,6052,7190,309,10715,11208,1895,9640,1662,13971
261,715,16005,6812,9106,3366,4419,11111,2022,1840,5546
262,13806,8349,16412,3398,9089,9805,10736,2698,3551,10612
263,1730,5319,4626,3012,13170,7929,15396,3794,13017,14428
264,912,14980,10690,6433,4220,11294,2049,10650,12831,12507
265,17483,15192,8240,9312,13117,17640,230,4006,10716,7849
266,1871,13005,340,7707,5173,12287,15355,5575,5114,14588
267,3852,14195,1015,350,4005,16218,12423,12759,1222,7197
268,9548,12970,10159,3423,10027,9074,5141,3736,1902,3269
269,2660,4306,1542,3605,2862,1754,1905,3106,3962,1202
270,12184,11164,15070,13129,16711,12530,299,571,2660,4472
271,3248,4607,8308,4553,4167,13446,11772,15384,4148,13691
272,17233,16084,14863,7375,14286,17143,8965,8416,10709,13807
273,334,3638,9415,1307,3579,1962,14940,2152,483,1220
274,16563,12344,12041,6402,16706,7017,2681,14221,11257,9853
275,1590,8603,1110,3371,2743,3826,3320,30,1542,17207
276,13984,975,1519,7013,14783,12143,3632,6047,11953,10972
277,10187,6452,11738,2979,4186,2827,9707,10401,13387,13985
278,15895,2970,4093,15845,3399,17718,17121,9758,9579,16331
279,10024,15859,9367,7467,1221,8409,1783,10834,2920,9740
280,16826,1565,2901,14766,965,15653,6875,4175,13479,3508
281,2216,12624,13634,6913,2132,6222,8598,15542,8945,4474
282,15281,16935,6160,14614,2315,4859,13900,2204,17279,7386
283,13383,3538,8171,1144,10504,12500,12778,711,9617,14457
284,13053,13478,1640,3732,11339,3845,11866,13222,10972,17639
285,2782,1428,607,1798,3825,12317,10123,4306,708,4432
286,4855,3155,11448,9357,10127,12341,13611,4148,9795,13054
287,9678,14179,8478,1785,8738,2387,17172,6907,3959,1701
288,6187,12627,8676,668,314,12486,6564,10893,7638,420
289,12092,9882,13248,9265,10168,12785,12918,11696,12047,12317
290,3151,457,1509,329,1905,2470,1561,1202,571,3860
291,66,16160,9153,527,9700,1429,14354,13038,12179,10629
292,16602,7611,4988,314,12486,7638,288,12627,6187,10893
293,10737,11671,1335,12905,10308,4518,5599,5142,11541,1689
294,3125,12479,5267,4154,11230,17032,15711,14837,4851,5023
295,10928,2095,3860,4393,2470,17295,1202,2186,607,1905
296,7734,11217,2761,6217,13353,14015,12362,5599,1805,7
297,788,290,329,3151,2163,6942,2122,11669,2470,3541
298,14390,13044,3786,12209,6135,737,7372,17049,4358,9825
299,4306,1542,1905,2660,4472,571,2862,3320,3962,3106
300,1685,10862,8319,8225,8749,10705,11950,744,1383,3774
301,1095,7996,9842,15023,7201,16487,3732,820,9352,1285
302,2453,15176,15711,3712,294,13214,14837,3125,5023,9428
303,13982,11761,9437,12386,9374,5585,2837,10443,3902,11044
304,17311,3183,1488,2172,1020,3046,2532,8535,16587,7695
305,4123,2152,1406,3433,1962,1174,2095,3860,3418,1145
306,6100,3846,17228,1010,11492,17119,8822,12510,1473,11883
307,8836,218,7747,2273,13330,13294,7115,11895,7015,6719
308,6261,6435,6789,13445,3485,10649,4292,4615,3967,14573
309,9291,1415,11913,1354,1895,9018,9082,5263,2260,6699
310,4741,14830,231,13401,1283,16689,13746,12723,13961,444
311,2122,2465,571,175,1865,312,10451,10774,12232,3282
312,571,2122,2862,331,175,4306,788,2452,329,1905
313,2152,3106,4306,4123,3368,3860,1542,1905,607,2782
314,7638,6187,16602,288,7611,292,12627,4988,12486,6564
315,16057,4885,3498,9179,16817,6233,11396,9259,11220,15878
316,15557,8580,2532,7695,2102,4115,3046,4877,12834,2172
317,1147,915,11474,13264,2280,1397,6217,12888,14015,15051
318,9698,10674,14015,5172,10258,14232,13929,714,1016,8207
319,8284,13533,14517,13549,7774,608,2748,10190,8983,17118
320,4368,11905,11936,5674,11066,14692,4763,6217,3669,11856
321,10875,12654,3818,2725,3836,4176,7318,3132,14007,12045
322,15240,8917,12048,17676,8798,1732,8856,4218,6311,16867
323,16279,4667,4173,15237,129,67,13873,15867,1900,10960
324,16981,7848,17013,3718,4421,11725,4788,1755,12484,11609
325,7041,2424,9848,9908,10130,2329,10364,3981,4559,2944
326,17011,12651,249,11355,10691,5375,63,1308,716,1258
327,3785,3602,1493,12776,9104,9807,917,8587,7540,16073
328,4464,1496,1003,4186,11179,10011,87,12199,15650,6636
329,571,1905,2452,4306,2862,788,331,2782,191,175
330,2395,2862,4306,607,1905,11337,2095,571,3860,2782
331,788,329,571,312,2862,175,4306,2122,1905,2452
332,15349,399,3363,4170,8069,13053,6009,9245,4437,15961
333,500,9179,315,2850,6233,3498,16057,15159,4885,10803
334,16113,1962,406,2152,1307,273,1145,17169,2580,9939
335,6435,16426,17362,4093,16998,11534,14159,14573,16112,6847
336,10971,4722,5216,13349,6457,16521,6645,6579,9640,5260
337,11846,3047,14624,2945,2316,8077,3265,83,12195,9381
338,17177,12619,10797,10328,2852,3419,14607,857,5863,1086
339,11541,3741,14979,10453,10213,12462,4204,293,12779,16383
340,15355,266,12287,16014,14592,11012,469,2919,4785,10263
341,17168,11938,4831,10243,8942,10991,16092,5744,1819,10502
342,2575,2628,10761,2878,15372,1316,13897,9141,17706,935
343,13188,1880,14015,1247,4905,4332,3251,14170,4338,11235
344,14983,7576,12639,7239,171,1972,10678,1224,8293,11961
345,10764,10141,7865,16937,15699,138,209,14214,15727,13658
346,15544,356,2856,6420,4387,7710,2305,2919,2679,10472
347,13844,3203,744,1910,7727,8222,17073,1685,1281,1852
348,2122,10774,10451,1466,2465,13082,11165,311,199,175
349,630,13794,10247,15052,6431,16358,9066,6547,10831,2029
350,4005,16218,1015,12423,10087,267,1222,2440,2300,4509
351,7968,15744,11355,1308,10691,8208,6815,11094,16251,5833
352,4368,15056,3083,99,2777,2766,11680,16576,3620,14015
353,1145,2800,2152,2499,4330,3368,13050,1962,148,313
354,8195,13231,14774,10483,16084,15248,8047,15240,13005,16688
355,592,8069,7312,12579,12463,13053,15912,4437,6216,493
356,346,2856,4387,1479,11307,10472,5467,7807,2014,11559
357,1180,2862,571,4306,4356,3756,12582,30,1905,2782
358,12612,9295,11042,12593,10162,1370,11846,9987,1969,14229
359,7596,12670,2585,6756,10406,6281,3267,11702,2554,2922
360,16235,398,9331,5199,7518,1252,302,3946,14982,11156
361,2913,1905,3938,3106,3962,4330,2152,30,4306,1542
362,4127,11254,1289,1267,11848,15945,6961,3418,2783,12092
363,11805,2992,4389,16459,13342,7852,4492,1307,3638,11910
364,14026,1908,184,11291,17288,14018,6768,11015,11946,11036
365,11175,679,12563,3396,914,9006,15054,11353,11116,3602
366,5810,11536,14090,1397,13613,12964,14015,2291,3468,11793
367,3824,17508,175,4109,1305,571,2122,788,3385,3626
368,2727,11287,14860,4552,12135,7578,3842,9786,11010,15716
369,2988,12165,4106,17047,17561,4201,4377,5737,3208,2949
370,14687,13147,9001,16157,15896,9810,12657,12921,12711,9958
371,2772,16772,12976,2674,6920,8980,3733,3960,2735,2048
372,13348,8475,5249,13097,4132,1649,1643,12801,15467,698
373,8558,5575,14015,13005,11978,196,1824,2373,266,11239
374,4140,12889,6493,11498,4637,11689,16102,16269,15371,5619
375,717,3242,986,178,4161,1485,3559,6448,14217,1375
376,17590,5921,13931,1942,9802,4424,9427,1351,14059,6116
377,5034,16849,10656,14015,1332,14236,7535,13266,9866,10710
378,4396,367,413,1305,3253,6366,571,4109,2922,4247
379,2573,3251,11310,5743,12341,1247,14015,5994,14655,1095
380,12288,2507,5512,1319,10327,3507,5030,7760,4084,9233
381,13227,10712,1971,4686,2001,5367,8259,2495,5957,11080
382,11856,11876,10415,14015,9790,5726,13321,10507,7372,12548
383,1383,1910,4430,1538,744,2969,8909,6089,7604,2664
384,12221,9565,9229,13015,2188,9614,1661,12843,2757,12140
385,551,2580,9645,1267,1645,2152,11149,3466,1145,3860
386,12365,7180,11446,7650,11882,10013,12172,615,6180,16992
387,12912,965,12664,13479,3508,3349,9213,1189,15402,10399
388,6385,9494,10348,10977,7559,3665,9721,3096,4077,1635
389,6798,9352,3556,14015,10093,418,1429,10562,10377,16079
390,12191,2612,13058,1798,1428,1975,708,12299,3825,11677
391,10668,16436,12135,957,8017,14020,5932,8137,9128,4552
392,15197,13064,17336,5615,7677,4934,2904,2249,927,484
393,12476,13074,12818,11677,3925,12317,1324,191,483,2186
394,11114,486,10822,12894,10222,1260,3590,9717,15979,11227
395,10353,16840,14262,14057,8143,3987,16500,14183,9902,12645
396,3362,2549,10161,9830,192,10301,876,10584,1396,4859
397,9393,10099,12139,7168,253,12440,12978,907,9690,3868
398,9331,16235,14982,5199,360,1252,12867,2558,2671,10806
399,4170,10247,541,10728,12725,15349,6431,2029,17736,16610
400,1912,12919,6587,6935,7360,10111,9761,3955,8613,992
401,12678,17603,7566,15362,1668,8160,751,3526,2475,11661
402,9305,1641,1752,2416,4844,1850,7020,87,4731,7581
403,9383,3313,9770,12996,2289,4600,2806,4643,6035,8012
404,10247,9308,12725,1459,9911,13954,1403,4421,3357,6431
405,14211,2362,15378,6693,9733,2015,11222,14040,14327,1595
406,1220,1307,197,1428,10906,3825,3638,1073,2372,2200
407,17617,2829,4059,7948,1752,4332,13807,7670,8762,10059
408,674,16630,3043,2037,12661,5982,4386,12446,1633,12181
409,8656,2442,14623,12506,4461,12640,7140,17746,15123,2652
410,11839,9499,3789,2296,62,3119,8031,7618,9552,7663
411,13929,10544,11316,10355,1397,12829,17365,8202,12033,3805
412,959,14851,14228,1977,12915,13603,545,697,4447,11290
413,2122,3917,1865,312,571,4488,4345,3320,3756,3282
414,4377,16379,3208,7560,10419,1854,3743,3571,9985,14343
415,5213,6170,8153,13200,1640,12204,1900,7480,15961,6363
416,424,2578,4345,16703,3900,413,1305,1865,2122,6450
417,4780,10063,5229,12111,12392,8084,8515,7414,5290,14897
418,17,5583,11502,2159,406,12409,3246,8671,12056,12799
419,3934,12964,7377,4605,8018,2540,15819,15767,14984,2085
420,5884,2981,7765,9984,12486,7883,9946,16491,14519,668
421,7951,13016,1031,17680,14656,14206,17538,15735,5954,4830
422,15753,10143,16233,4135,12639,2735,2360,15300,10426,8908
423,3383,6467,11188,957,9312,15878,8137,478,5932,14433
424,15733,2149,17097,2122,3355,2578,9170,1700,16703,17508
425,3030,12335,7470,1703,985,1406,11443,2783,10168,11265
426,12277,563,10685,9146,6027,11512,12307,14325,2690,2680
427,14870,6918,1026,16630,15647,9674,12833,8867,12446,8141
428,1820,13480,11294,12827,12831,3846,4318,6433,11298,1010
429,16755,17624,16876,7004,4285,11119,2243,1765,2388,9000
430,15001,3025,2126,6125,699,8695,4748,2692,6049,7724
431,13785,11295,10019,14210,473,1618,1316,12804,2175,10970
432,1759,17633,9395,14766,9433,11313,16233,10143,10053,8172
433,11005,4330,2389,2577,3538,4256,1703,1145,1542,1754
434,2030,1330,16224,14030,5688,10908,1397,2850,3989,8018
435,13850,7582,1831,15227,469,5160,7884,4809,11611,99
436,5105,12839,10747,1045,2389,831,4256,11218,8854,3239
437,16590,7376,12650,5115,9118,15127,11989,11659,6121,12302
438,7655,5513,4260,295,5020,10928,13195,3923,2751,4171
439,10296,984,16855,10458,1851,3403,12849,17469,3984,11577
440,10753,17231,5649,16327,14950,5789,5420,17720,7792,3050
441,6898,10800,805,3913,14008,16691,16078,16207,13713,11872
442,2862,4306,798,1180,2782,9426,571,1102,11283,1798
443,3371,2743,482,3756,1470,357,2016,1367,2122,3282
444,3300,1283,2065,17286,2330,10163,8588,15993,5200,12707
445,7600,662,3730,3148,9818,10446,4227,1180,12870,10152
446,3975,1408,11547,13326,12583,3510,4747,15317,7585,2905
447,7522,17142,14090,5855,13613,1577,12964,12341,402,4206
448,12257,12535,12695,4075,10690,4220,16061,9919,2049,697
449,3468,12638,14449,2991,7372,1960,6636,7558,4338,2124
